ISO_Code,Continent,Country_Name,Year,Infant_Deaths,Total_Population,Number_Births,Life_Expectancy,Infant_Mortality_Rate,Population_Growth,GDP_Per_Capita_GR,GDP_Per_Captia,Covid_Cases,% Population using Basic Saniation,Pre_Covid
TKM,Asia,Turkmenistan,2019,5022,6158420,142072,69.0016,3.53%,1.54%,4.13%,1085.884888,None,99.00213719,Y
GRD,North America,Grenada,2020,26,123663,2014,74.9238,1.29%,0.77%,-1.24%,66320.6792,127,0,N
TCA,North America,Turks and Caicos Islands,2016,#N/A,38246.5,497,76.8644,#N/A,None,N/A,966.5029907,None,87.98863636,Y
TCA,North America,Turks and Caicos Islands,2017,#N/A,39844,521,76.7019,#N/A,4.18%,3.97%,1004.906616,None,87.98863636,Y
TCA,North America,Turks and Caicos Islands,2018,#N/A,41487.5,536,76.4432,#N/A,4.12%,3.77%,1042.838745,None,87.98863636,Y
TCA,North America,Turks and Caicos Islands,2019,#N/A,43080,545,75.3258,#N/A,3.84%,4.13%,1085.884888,None,0,Y
TON,Oceania,Tonga,2020,25,105254,2446,70.9276,1.02%,0.29%,-7.24%,1501.779422,0,92.89333236,N
TUV,Oceania,Tuvalu,2016,6,10852,248,64.1075,2.42%,None,N/A,966.5029907,None,83.68822707,Y
TUV,Oceania,Tuvalu,2017,6,10827.5,251,64.1478,2.39%,-0.23%,3.97%,1004.906616,None,83.71648146,Y
TUV,Oceania,Tuvalu,2018,6,10865,256,64.2117,2.34%,0.35%,3.77%,1042.838745,None,83.74384221,Y
TUV,Oceania,Tuvalu,2019,6,10956,259,64.2775,2.32%,0.84%,4.13%,1085.884888,None,0,Y
MLT,Europe,Malta,2020,24,515358,4509,83.3545,0.53%,2.33%,-6.18%,20182.5845,12774,99.96447143,N
UGA,Africa,Uganda,2016,58386,38748299,1497776,61.6479,3.90%,None,N/A,736.5598474,None,19.25369088,Y
UGA,Africa,Uganda,2017,56644,40127085,1537283,62.115,3.68%,3.56%,1.39%,746.8307529,None,19.39234767,Y
UGA,Africa,Uganda,2018,54884,41515395,1579525,62.7139,3.47%,3.46%,3.18%,770.6007843,None,19.52777728,Y
UGA,Africa,Uganda,2019,53779,42949080,1616222,62.9913,3.33%,3.45%,3.63%,798.5857341,None,19.66031989,Y
EST,Europe,Estonia,2020,22,1329444,13902,78.3431,0.16%,0.18%,-0.09%,11483.59931,27990,99.14176925,N
UKR,Europe,Ukraine,2016,3584,44833569,459407,74.3121,0.78%,None,N/A,2187.730469,None,97.56931625,Y
UKR,Europe,Ukraine,2017,3368,44657256.5,419297,74.7181,0.80%,-0.39%,20.60%,2638.326172,None,97.73344749,Y
UKR,Europe,Ukraine,2018,3162,44446953.5,385479,74.4122,0.82%,-0.47%,17.37%,3096.561768,None,97.74059161,Y
UKR,Europe,Ukraine,2019,2967,44211094.5,353538,74.5364,0.84%,-0.53%,18.24%,3661.456299,None,97.74159541,Y
VCT,North America,Saint Vincent and the Grenadines,2020,20,104632.5,1370,72.1256,1.46%,-0.28%,-4.13%,786.3018148,121,0,N
ARE,Asia,United Arab Emirates,2016,641,8994263,98939,79.3347,0.65%,None,N/A,2187.730469,None,98.73702617,Y
ARE,Asia,United Arab Emirates,2017,621,9068295.5,96361,79.5036,0.64%,0.82%,20.60%,2638.326172,None,98.87391733,Y
ARE,Asia,United Arab Emirates,2018,600,9140169.5,91874,79.6274,0.65%,0.79%,17.37%,3096.561768,None,99.01080849,Y
ARE,Asia,United Arab Emirates,2019,581,9211657,89806,79.7262,0.65%,0.78%,18.24%,3661.456299,None,99.14769965,Y
SYC,Africa,Seychelles,2020,19,105530,1668,73.5324,1.14%,1.11%,-4.63%,45515.7577,226,100,N
GBR,Europe,United Kingdom,2016,2980,65655203,777997,81.0747,0.38%,None,N/A,2187.730469,None,99.1114221,Y
GBR,Europe,United Kingdom,2017,2933,66064804.5,756659,81.1684,0.39%,0.62%,20.60%,2638.326172,None,99.11029545,Y
GBR,Europe,United Kingdom,2018,2889,66432993.5,731289,81.1254,0.40%,0.56%,17.37%,3096.561768,None,99.10917758,Y
GBR,Europe,United Kingdom,2019,2844,66778659,709079,81.725,0.40%,0.52%,18.24%,3661.456299,None,99.10805979,Y
LUX,Europe,Luxembourg,2020,15,630399.5,6469,81.4335,0.23%,1.68%,-6.18%,20182.5845,46415,97.59134711,N
TZA,Africa,United Republic of Tanzania,2016,77814,54401801.5,2086160,65.3862,3.73%,None,N/A,2187.730469,None,27.18676987,Y
TZA,Africa,United Republic of Tanzania,2017,76284,56267032,2140107,65.9987,3.56%,3.43%,20.60%,2638.326172,None,28.64230053,Y
TZA,Africa,United Republic of Tanzania,2018,74970,58090443,2181403,66.5346,3.44%,3.24%,17.37%,3096.561768,None,30.10877427,Y
TZA,Africa,United Republic of Tanzania,2019,74386,59872579,2223809,66.9885,3.34%,3.07%,18.24%,3661.456299,None,31.58598153,Y
MNE,Europe,Montenegro,2020,14,629047.5,7114,76.2575,0.20%,-0.21%,-6.18%,20182.5845,48247,97.77177272,N
USA,North America,United States,2016,22334,327210198,3957371,78.8482,0.56%,None,N/A,2187.730469,None,99.74755356,Y
USA,North America,United States,2017,22068,329791230.5,3869955,78.8213,0.57%,0.79%,20.60%,2638.326172,None,99.72996764,Y
USA,North America,United States,2018,21847,332140037.5,3801511,78.9896,0.57%,0.71%,17.37%,3096.561768,None,99.71277377,Y
USA,North America,United States,2019,21652,334319670.5,3756830,79.138,0.58%,0.66%,18.24%,3661.456299,None,99.69599445,Y
ATG,North America,Antigua and Barbuda,2020,8,92664,1127,78.8406,0.71%,0.59%,-8.51%,37416.69772,159,0,N
URY,South America,Uruguay,2016,348,3413766,46580,77.5707,0.75%,None,N/A,16715.63347,None,96.90314959,Y
URY,South America,Uruguay,2017,324,3422200.5,43050,77.6247,0.75%,0.25%,11.82%,18690.89384,None,97.19214802,Y
URY,South America,Uruguay,2018,300,3427042,39773,77.611,0.75%,0.14%,0.07%,18703.86029,None,97.48035591,Y
URY,South America,Uruguay,2019,275,3428408.5,37107,77.5085,0.74%,0.04%,-5.43%,17688.01501,None,97.76780113,Y
KNA,North America,Saint Kitts and Nevis,2020,8,47642.5,593,71.6266,1.35%,-0.14%,-4.13%,786.3018148,32,0,N
UZB,Asia,Uzbekistan,2016,11268,31453574.5,726814,70.7548,1.55%,None,N/A,2704.677188,None,100,Y
UZB,Asia,Uzbekistan,2017,10525,31945682,729145,71.0095,1.44%,1.56%,-29.13%,1916.764642,None,100,Y
UZB,Asia,Uzbekistan,2018,9831,32449576,779886,71.1494,1.26%,1.58%,-16.68%,1597.068337,None,99.99999699,Y
UZB,Asia,Uzbekistan,2019,9152,32976948,802857,71.3441,1.14%,1.63%,11.71%,1784.009816,None,100,Y
NRU,Oceania,Nauru,2020,7,12315,350,63.4367,2.00%,1.51%,-6.18%,20182.5845,0,0,N
VUT,Oceania,Vanuatu,2016,194,283218,9079,69.6496,2.14%,None,N/A,2805.66532,None,53.14822067,Y
VUT,Oceania,Vanuatu,2017,192,290239,9145,69.7095,2.10%,2.48%,9.87%,3082.540055,None,52.90662802,Y
VUT,Oceania,Vanuatu,2018,190,297298,9190,69.7948,2.07%,2.43%,1.39%,3125.436014,None,52.66691625,Y
VUT,Oceania,Vanuatu,2019,188,304404.5,9261,69.8769,2.03%,2.39%,-0.08%,3122.982599,None,52.68610241,Y
ISL,Europe,Iceland,2020,6,366669,4534,82.5755,0.13%,1.63%,-4.59%,6176.40377,5754,98.78054272,N
VEN,South America,Venezuela (Bolivarian Republic of),2016,11593,30741463.5,583617,72.0578,1.99%,None,N/A,N/A,None,95.0329255,Y
VEN,South America,Venezuela (Bolivarian Republic of),2017,11338,30563433.5,573013,71.943,1.98%,-0.58%,#VALUE!,N/A,None,95.21458673,Y
VEN,South America,Venezuela (Bolivarian Republic of),2018,11104,29825652.5,543836,71.9788,2.04%,-2.41%,#VALUE!,N/A,None,95.39624796,Y
VEN,South America,Venezuela (Bolivarian Republic of),2019,10900,28971683.5,497361,72.1614,2.19%,-2.86%,#VALUE!,N/A,None,95.5779092,Y
TUV,Oceania,Tuvalu,2020,5,11069,262,64.382,1.91%,1.03%,-0.87%,1076.469727,0,0,N
VNM,Asia,VietNam,2016,27593,93126528.5,1530775,73.9382,1.80%,None,N/A,2745.565588,None,82.59892171,Y
VNM,Asia,VietNam,2017,27409,94033048,1513810,73.9632,1.81%,0.97%,8.32%,2974.117229,None,84.32223318,Y
VNM,Asia,VietNam,2018,27128,94914330.5,1506516,73.9757,1.80%,0.94%,8.63%,3230.927713,None,86.02534939,Y
VNM,Asia,VietNam,2019,26757,95776716.5,1500104,74.0929,1.78%,0.91%,6.01%,3425.089253,None,87.70813691,Y
PLW,Oceania,Palau,2020,4,17972,277,65.3491,1.44%,0.31%,-6.18%,20182.5845,0,99.62327456,N
VIR,North America,Virgin Islands U.S.,2016,#N/A,102315.5,1321,74.9595,#N/A,None,N/A,5756.965741,None,99.37127753,Y
VIR,North America,Virgin Islands U.S.,2017,#N/A,101851,1286,74.8271,#N/A,-0.45%,16.22%,6690.939847,None,99.37127753,Y
VIR,North America,Virgin Islands U.S.,2018,#N/A,101364.5,1248,75.0288,#N/A,-0.48%,4.70%,7005.095413,None,99.37127753,Y
VIR,North America,Virgin Islands U.S.,2019,#N/A,100826.5,1212,75.0569,#N/A,-0.53%,-5.43%,6624.761865,None,99.37127753,Y
COK,Oceania,Cook Islands,2020,2,17028.5,280,74.6606,0.71%,-0.48%,-14.97%,3064.272388,#N/A,#N/A,N
WLF,Oceania,Wallis and Futuna,2016,#N/A,12060.5,157,78.3347,#N/A,None,N/A,5756.965741,None,#N/A,Y
WLF,Oceania,Wallis and Futuna,2017,#N/A,11936,153,77.5307,#N/A,-1.03%,16.22%,6690.939847,None,#N/A,Y
WLF,Oceania,Wallis and Futuna,2018,#N/A,11815.5,147,77.8613,#N/A,-1.01%,4.70%,7005.095413,None,#N/A,Y
WLF,Oceania,Wallis and Futuna,2019,#N/A,11714,144,79.6167,#N/A,-0.86%,-5.43%,6624.761865,None,#N/A,Y
AND,Europe,Andorra,2020,1,77700,591,79.0234,0.17%,1.78%,-8.51%,37416.69772,8049,100.0000037,N
YEM,Asia,Yemen,2016,39077,29274002.5,976977,66.0641,4.00%,None,N/A,5756.965741,None,52.09781326,Y
YEM,Asia,Yemen,2017,39264,30034388.5,983231,65.9573,3.99%,2.60%,16.22%,6690.939847,None,52.61740725,Y
YEM,Asia,Yemen,2018,39947,30790512.5,995450,64.5751,4.01%,2.52%,4.70%,7005.095413,None,53.12701573,Y
YEM,Asia,Yemen,2019,40076,31546691,1003190,65.0917,3.99%,2.46%,-5.43%,6624.761865,None,53.62693817,Y
MCO,Europe,Monaco,2020,1,36922,324,86.538,0.31%,-0.30%,-6.18%,20182.5845,875,100,N
ZMB,Africa,Zambia,2016,27414,16767760.5,624251,61.7937,4.39%,None,N/A,1280.806543,None,30.16562949,Y
ZMB,Africa,Zambia,2017,27012,17298053.5,632854,62.1201,4.27%,3.16%,19.86%,1535.196574,None,30.61364855,Y
ZMB,Africa,Zambia,2018,27210,17835893,642576,62.3422,4.23%,3.11%,-1.23%,1516.368371,None,31.05240715,Y
ZMB,Africa,Zambia,2019,27025,18380476.5,651591,62.7926,4.15%,3.05%,-13.94%,1305.001031,None,31.48122511,Y
NIU,Oceania,Niue,2020,1,1942.5,27,70.8119,3.70%,1.15%,-6.18%,20182.5845,0,#N/A,N
ZWE,Africa,Zimbabwe,2016,18753,14452704.5,480406,60.3059,3.90%,None,N/A,1464.588957,None,37.52919272,Y
ZWE,Africa,Zimbabwe,2017,18018,14751101,480635,60.7095,3.75%,2.06%,-15.66%,1235.189032,None,36.94167282,Y
ZWE,Africa,Zimbabwe,2018,17196,15052184,483783,61.4141,3.55%,2.04%,1.57%,1254.642265,None,36.35716003,Y
ZWE,Africa,Zimbabwe,2019,16615,15354607.5,484906,61.2925,3.43%,2.01%,4.95%,1316.740657,None,35.77433736,Y
SMR,Europe,San Marino,2020,0,34007,208,79.5886,0.00%,-0.50%,-4.13%,786.3018148,2333,100,N
